Rating,Title,Review,Review_Date
4.0,Overall product is good,This product is not comfortable in ear so I think if you don't want to check out again and again where the bud is on the place please don't go for itIt is only perfect if used while sitting or lying in your comfort place,Reviewed in India 🇮🇳 on 7 September 2022
4.0,Fantastic,Sound quality amazing,Reviewed in India 🇮🇳 on 13 September 2022
4.0,"Budget, Recommended",Sound becomes More Used to,21 September 2022
4.0,Earpod satisfaction,"The media could not be loaded.
                



 This is the product which will fullfill your requirements.Good baseExcellent voice",25 September 2022
3.0,Similar to cheap Chinese earphones,"The case and the earbuds themselves are just like the Chinese earphones you get on the roadside stalls.case is flimsy, big in size for the earbuds.Sound quality is okay at best. Bass is too much as expected from earbuds at this price.Overall I would recommend going with pTron Bassbuds eon or Oppo Enco series for a decent experience.",23 October 2022
4.0,For hearing it's okay but not ideal for calling. Battery backup is average.,Easy to handle. But calling quality is poor,14 September 2022
4.0,Best earpods in this price,Sound is good when listening song but call clearity is not soo good.battery backup is ok.blutooth connectivity range is not soo impressive. Overall a good product.,12 September 2022
4.0,Yah ear birds bahut hi achcha hai isko lekar main kafi Khush hun,The media could not be loaded.,1 October 2022
4.0,Good,Good,21 September 2022
4.0,Quality product worth to buy,With the offered price no other product is as good as this. And Name justifies the quality of product.,15 September 2022
3.0,The calling experience,When I call someone I can't hear other person.then I have to remove buds that is the big problem,15 October 2022
3.0,Good,Push button Quality is not good . Overall OK .,23 October 2022
4.0,Not suitable for call,ProsBass is massFitting is goodConsNot suitable for callOnly can use for call in silent placeNot always detectable.. Every time need to put inside a case then only it's connecting,8 September 2022
3.0,ठीक है,अच्छा है साउंड ज्यादा अच्छा नही,25 October 2022
3.0,West of money,No sound quality very bed product,25 October 2022
4.0,Sounds great,Everything's good but my voice isn't clearly audible to other person.,10 September 2022
3.0,How to claim the warranty,Problem in this device,24 October 2022
3.0,Left EarPods stop working within a month. Very disappointed with the purchase. :(,Left EarPods stop working within a month. Very disappointed with the purchase. :(Is there any way to replace thé AirPods ?,13 October 2022
3.0,Good product,Good product,27 October 2022
3.0,Sound 🔥🔥🔥,,21 October 2022
3.0,"Not good for sound while taking call, other side can't hear you","The speaker quality is poor, product only for listening",28 October 2022
3.0,Bass quality average,Average,28 October 2022
3.0,Good,Good,Reviewed in India 🇮🇳 on 24 October 2022
3.0,Boat,Just ok. Little radiation,Reviewed in India 🇮🇳 on 27 October 2022
3.0,Not worth,"Everything is ok ok as I got in offer for 999 ,, but the major issue is off there size,, buds are too big that they fall out of ears while running or walking,, noise cancellation is not there,, battery backup is good,, but not worth wasting money seriously,, giving review after use for 1 month ,,",Reviewed in India 🇮🇳 on 20 September 2022
4.0,Just go for it,The best airdopes in the market the sound quality and bass is just super and you want to buy in budget just buy it now.In the occasion of indipendence sale i got it for just 1299 but the actual price is 2990 . But this product is made in China so please think before buy. But boat products sound quality is simply super . So overall excelent airdopes in the best price.,Reviewed in India 🇮🇳 on 16 August 2022
4.0,Nice and super Quality,Good sound battery backup extraordinary running time good sound clear noise... everything is good,Reviewed in India 🇮🇳 on 8 September 2022
3.0,Low voice,Low voice,Reviewed in India 🇮🇳 on 20 October 2022
3.0,Noise are too poor. Samne wale ko ese awaz ATI hai jese earphones se baat kar rahe ho.,Noise are too poor. Samne wale ko ese awaz ATI hai jese earphones se baat kar rahe ho.,Reviewed in India 🇮🇳 on 8 October 2022
4.0,Good sound quality,"Sound quality was excellent but the main problem was during taking calls, noise cancellation was not satisfying. This's the drawback",Reviewed in India 🇮🇳 on 8 September 2022
4.0,Sound quality is good,Noise cancellation was not up to Mark,Reviewed in India 🇮🇳 on 12 September 2022
4.0,Good,very nice product 👍👍,Reviewed in India 🇮🇳 on 15 September 2022
3.0,Medium quality,Medium quality product.,Reviewed in India 🇮🇳 on 21 October 2022
3.0,Bass is not good,Most of the things are good in this product but BASS is not pleasing yet......,Reviewed in India 🇮🇳 on 9 October 2022
3.0,Just ok,Sound quality is ok.,Reviewed in India 🇮🇳 on 29 October 2022
4.0,Ok,Good product,Reviewed in India 🇮🇳 on 11 September 2022
4.0,Good Product,Ease to Carry wherever we go. Loved this product. This is my second product from Boat. Amazing,Reviewed in India 🇮🇳 on 31 August 2022
4.0,Super,Good quality,Reviewed in India 🇮🇳 on 14 September 2022
4.0,If looking for small earbuds you can go for it,"It is very small in size, durable, good sound quality, ear friendly does not hurt, but does not have noise cancellation and battery life is also not good.",Reviewed in India 🇮🇳 on 31 August 2022
4.0,Grip,"The grip of air dopes is not good, does not fit in ear",Reviewed in India 🇮🇳 on 2 September 2022
4.0,Battery capacity,Good quality bass and battery capacity,Reviewed in India 🇮🇳 on 10 September 2022
4.0,Good product in such price,Liked the productGood product in this price,Reviewed in India 🇮🇳 on 5 September 2022
5.0,Being an Audiophile and an iPhone user this device is a great alternative to Apple airpods.,"I had been using iPhone XR since November 2020 and bought Apple Airpods even before buying this model. Being an audiophile (An audiophile is a person who is enthusiastic about high-fidelity sound reproduction. An audiophile seeks to reproduce the sound of a live musical performance, typically in a room with good acoustics) I love Bluetooth earbuds by Marshall, Apple Inc (Apple Airpods), BOSE and Beats Audio because of balanced bass & treble. I am mostly into blues from the 60s and 70s, hard rock from the 80s, and sometimes country and folk rock musical genres. Hence, finding an alternative to the Apple Airpods within budget was a little difficult until some research and recommendations help me in my purchasing decision. I have always hated deep bass as it muffles background music. But boAt AIRDOPES 121v2 won my heart as it has got balanced treble and bass which is perfectly ideal for the kind of musical genre I am into. Also, my playlist has some dubstep and chill music which also sound great on these earbuds. I have also shared a screenshot of how it connects well with the laptop.",Reviewed in India 🇮🇳 on 1 October 2022
4.0,Good product,"Bass is lowBut, sounds is goodAnd it fit comfortably",Reviewed in India 🇮🇳 on 6 September 2022
4.0,Mic quality is not good,Mic is not too good else it's fine,Reviewed in India 🇮🇳 on 12 September 2022
3.0,Ok ok,Too many voice breaks are happening in this even  mobile is near,Reviewed in India 🇮🇳 on 11 October 2022
4.0,Very good 😊,Nice,Reviewed in India 🇮🇳 on 13 September 2022
4.0,Good quality,I like this,Reviewed in India 🇮🇳 on 14 September 2022
3.0,Not Working,After pairing it with mobile it didi not working p,Reviewed in India 🇮🇳 on 11 October 2022
3.0,"Not value worthy,","Not value worthy, sound quality is as of local brand.",Reviewed in India 🇮🇳 on 17 October 2022
3.0,Not working properly.,Aawaz bahut kat Kar aati he. Bahut problem hota he.,Reviewed in India 🇮🇳 on 12 October 2022
4.0,Apt product,Good product at this price!,Reviewed in India 🇮🇳 on 12 September 2022
4.0,No,No,Reviewed in India 🇮🇳 on 12 September 2022
4.0,Good,"The media could not be loaded.
                



 Nice product",Reviewed in India 🇮🇳 on 25 September 2022
